Title,DOI,Journal,Date,Authors,Abstract,PDF_Status
"Application of Biomarkers in the Analysis of Sublethal Exposures to Different Metals in an Amazonian Ostracod, Strandesia Rondoniensis",10.1007/s00128-025-04162-2,Bulletin of Environmental Contamination and Toxicology,2025-12-21,"Gomes, Diego Ferreira, Silva Pinto, Thandy Júnio, Moreira, Raquel Aparecida, Vale, Julia Gomes, Gomes, Hevelyn Plácido, Soares, Michelly Pereira, Lima, Maira Rodrigues, Fernandes, Marisa Narciso, Rocha, Odete","Metals reach aquatic ecosystems through various anthropogenic activities, posing risks to aquatic life. This study investigated oxidative stress and detoxification biomarkers in Strandesia rondoniensis, an Amazonian ostracod, after 96 h of exposure to sublethal concentrations of CuSO₄, ZnCl₂, CdCl₂, and HgCl₂. Significant increases in superoxide dismutase, glutathione, and metallothionein activity were observed in response to Zn, Cd, and Hg, indicating the induction of reactive oxygen species (ROS). In contrast, copper exposure did not alter biomarker activity. Lipid peroxidation increased following exposure to Zn, Cd, and Hg, damaging cell membranes and leading to DNA damage, suggesting the antioxidant defense system was insufficient to counteract oxidative stress. The results demonstrate the sensitivity of S. rondoniensis to environmentally relevant metal concentrations, supporting its application as a neotropical model organism in ecotoxicological assessments. Furthermore, the findings underscore the need to revise Brazil’s environmental legislation on permissible metal concentrations in aquatic environments. Graphic Abstract ",Downloaded
Land use and land cover scenarios and their interrelations with sediment production and transport—Doce River basin,10.1007/s10661-025-14912-8,Environmental Monitoring and Assessment,2025-12-21,"Rodrigues, Murilo Brazzali, Spagnol, Izabela Tavares, Rabello, Livia Luchi, Carvalho, Selena Lopes, Mendes, Mônica de Souza, Buarque, Diogo Costa, Mendonça, Antônio Sergio Ferreira, Rigo, Daniel, Caiado, Marco Aurélio Costa","Information on sediment generation and transport is essential for identifying areas vulnerable to erosion and for planning conservation interventions in river basins. This study focuses on the Doce River basin, in Southeastern Brazil, a region predominantly covered by pasturelands and historically affected by anthropogenic activities, even before the collapse of the Fundão dam in 2015. The objective of the research was to evaluate different land use and land cover scenarios and their impact on sediment generation and transport, using the MapBiomas dataset and the MGB-SED hydrosedimentological model. Four scenarios were modeled: (1) historical land use changes, (2) and (3) enforcement of Brazilian environmental legislation, and (4) implementation of conservation practices in pasture areas. The results from scenario 1 showed that land use changes over time were insignificant. Scenarios 2 and 3 showed reductions of 11% and 15%, respectively, in sediment generation and transport compared to scenario 1. Scenario 4 achieved the most significant impact, with a 32% reduction, considering less restrictive conservation practices (P MUSLE 0.75). These results highlight the importance of improving pasture management to mitigate sediment generation and transport. Furthermore, the study identified priority sub-basins, Caratinga, Piracicaba, Casca, Santo Antônio, and Carmo, as highly susceptible to erosion and major contributors to sediment production. These areas require restoration and environmental recovery actions, with an emphasis on soil conservation, to enhance environmental resilience and reduce sediment-related impacts throughout the Doce River basin.",Downloaded
Mobile Energy Management System for E-motorcycle Integrated with Micro Off-Grid A Case Study in Rural Tanzania,10.1007/s40684-025-00824-y,International Journal of Precision Engineering and Manufacturing-Green Technology,2025-12-21,"Lee, Hyunsu, Manongi, Frank Andrew, Song, Howon, Park, Suyoung, Bhandari, Binayak, Kim, Hyungjung, Rhee, Herb S., Ahn, Sung-Hoon","In an effort to mitigate carbon emissions while extending electricity access, we study an integrated mobile energy management system that couples micro off-grid (MOG) plants with retrofitted electric motorcycles in rural Tanzania. Using multi-year MOG measurements and on-road motorcycle monitoring, we develop a rule-based routing and charging algorithm that ensures arrival at each charging node with at least 30 percent state of charge and validate it through field trials. Across four representative routes, internal-combustion motorcycles consumed about 256 Wh/km, whereas sealed-lead-acid (SLA) and hybrid supercapacitor (SC) electric motorcycles consumed about 42 and about 37 Wh/km, respectively. The simulation’s predicted energy use differed from measured values by about 6 percent, confirming adequate fidelity for planning under limited data. Cost analysis further shows that annual maintenance costs of electric motorcycles are only about 28 percent of those of ICE motorcycles, supporting economic feasibility. Together, these results demonstrate a practical pathway for low-cost, low-carbon mobility and rural electrification, and motivate scaling the integrated system with expanded charging nodes and richer telemetry for finer control.",Downloaded
"Organically modified sodium montmorillonite for enhanced adsorption of xylenol orange from aqueous solutions kinetic, thermodynamic, and mechanistic study",10.1007/s10653-025-02952-5,Environmental Geochemistry and Health,2025-12-21,"Li, Yingying, Wang, Wenxu, Bai, Mengjie, Li, Xia, Li, Yongwei, Liu, Haiying, Fang, Zhihao, Sang, Jing","Xylenol orange (XO) is a persistent anionic azo dye that resists conventional treatment. Cetyltrimethylammonium bromide (CTAB) and binding poly (vinylpyrrolidone) (PVP) were sequentially intercalated onto Na-montmorillonite (NaMt) to prepare a CTAB/PVP-modified Na-montmorillonite (CP-NaMt), and its adsorption toward XO was evaluated. The nanostructured adsorbent was characterized by chemical analysis, morphological, phase analysis, and point-of-zero-charge measurements. The characterization indicated successful organic intercalation accompanied by slight basal-spacing expansion, partial layer exfoliation and the development of a hierarchical micro-mesoporous structure. The Brunauer–Emmett–Teller specific surface area increased from 46.5 to 88.7 m^2·g^−1. Batch tests identified pH = 5 as optimal, consistent with XO speciation and the positively charged surface of CP-NaMt. The adsorption process reached equilibrium rapidly, with a maximum capacity of 93.85 mg·g^−1 achieved within 40 min at 30 °C. Kinetics followed a pseudo-second-order model and intraparticle-diffusion analysis indicated multistage transport beginning with a film-diffusion regime. Equilibrium isotherms were better described by the Langmuir model. Thermodynamic analysis indicated a spontaneous, endothermic process with an entropy gain that facilitates desolvation and mass transport. Regeneration with ethanol maintained ≥ 87.4% removal over five cycles. Spectroscopic evidence and control experiments supported a mechanism dominated by electrostatic ion pairing at quaternary ammonium sites, further stabilized by hydrogen bonding and hydrophobic partitioning and π-π stacking within organic microdomains. This low-cost, regenerable clay platform shows potential for polishing dye-laden wastewater.",Downloaded
Green superhydrophobic membranes with magnetic responsiveness and UV resistance for oil–water separation,10.1007/s10853-025-12037-4,Journal of Materials Science,2025-12-21,"Xie, Yangxuan, Li, Xinmei, Wu, Liping, Zhang, Peihao, Zhang, Aixiang","To address the issues of poor wettability, low separation flux, and limited functionality in traditional separation membranes, this study developed an eco-friendly, multifunctional composite membrane based on polylactic acid (PLA/PVP-PDMS/Fe_2O_4/TiO_2) by combining electrospinning with electrostatic spraying technology. Through morphological and structural characterization, it was demonstrated that the composite membrane exhibits a multiscale rough structure, combining magnetic responsiveness with UV resistance. The results demonstrate that the composite membrane exhibits outstanding oil–water separation performance, achieving a separation flux of up to 4882.15 L·m^−2·h^−1 and a separation efficiency of 99.53%. With a water contact angle as high as 155.5° and a rolling angle as low as 4.5°, it displays superhydrophobic properties and excellent anti-fouling characteristics. In addition, this composite membrane demonstrates excellent potential for treating wastewater in corrosive environments, maintaining a hydrophobic angle above 150° across various corrosive conditions.",Downloaded
A longitudinal approach of trace element contamination of sediments in El Harrach river (North Central Algeria) characterisation and environmental quality,10.1007/s10661-025-14848-z,Environmental Monitoring and Assessment,2025-12-20,"Benmoussa, Nassima, Taleb, Amina, Benabdelkader, Amine, Toumert, Idir, Belaidi, Nouria","A longitudinal study was conducted in 2020 and 2022 to evaluate trace element contamination in fluvial sediments of the El Harrach river within the catchment area, a semi-arid Mediterranean watershed, increasingly subject to anthropogenic pressures that affect Algiers Bay and the Mediterranean Sea. Forty-eight fluvial sediment samples were collected from eight sampling stations under contrasting hydrological conditions. Trace element concentrations were measured using X-ray fluorescence spectroscopy (XRFS), and geochemical indices were applied to assess the contamination level. The result revealed an overall moderate contamination, with significant enrichment of Cd, Co, Cu, Ni and Pb at downstream sampling stations, while As, Cr, Mo and Zn showed a low level of enrichment. Cd emerged as the most bioavailable element. PERMANOVA and PCA underscored the significant influence of seasonality and spatial variability, linking Ni with Ca, and associating As and Cr with iron/manganese oxides, suggesting predominantly natural geochemical controls. In contrast, Cd, Co, Cu, Zn and Pb were more strongly related to anthropogenic sources such as industrial, urban and agricultural activities. These findings eventually provide essential baseline data for managing sediment quality and preserving ecological integrity in Algiers Bay.",Downloaded
Meteorological to hydrological drought propagation The influence of future climate change at grid scale,10.1007/s00704-025-05963-5,Theoretical and Applied Climatology,2025-12-20,"Abraham, Tesfalem, Yaseen, Zaher Mundher, Gelete, Gebere, Hartmann, Andreas","Drought is one of the most destructive natural hazards, affecting millions of people worldwide. Meteorological drought (MD), caused by a deficit in precipitation, can trigger hydrological drought (HD). However, little is known about the triggering MD events in space and time that propagate to HD under climate change. In this study, a high-resolution gridded streamflow (0.1°) was simulated for the Gidabo catchment in Ethiopia. The gridded HBV hydrological model was employed for streamflow simulation using inputs of precipitation, potential evapotranspiration, and HBV parameters (all gridded at 0.1°), for both historical and future periods. Consequently, the gridded meteorological and hydrological droughts were quantified using standardized indices. Drought propagation and its characteristics were analyzed, by examining changes from the historical to future periods. Additionally, the drought propagation ratio (PR) was quantified by systematically identifying the triggering MD events. The results showed an efficient model performance from using gridded input forcing data and global parameters, achieving median KGE values of 0.55 and 0.77 during monthly calibration and validation respectively. The highest Pearson correlation values were observed between SSI-1 and SPI-3. Spatially, the majority of grid cells in the northeastern part of the catchment exhibited the strongest propagation. Under climate change, the historical period propagation value of 0.83 decreased to 0.80 and 0.81 in the near future (NF) and far future (FF) periods, respectively. The higher PR were observed in the northeastern part of Gidabo catchment, while PR decreased in the central and southwestern regions, indicating greater resilience in these areas. Among drought characteristics, peak drought in most grid cells showed a percentage reduction in the NF and MF periods. This methodology advances the understanding of drought propagation dynamics and enables the prioritization of mitigation strategies at grid-scale under climate change.",Downloaded
"Advances in Water Footprint Research Trends, Methods, and Implications - A Literature Review",10.1007/s41101-025-00467-9,Water Conservation Science and Engineering,2025-12-20,"Yi, Zhenna, Li, Chengyan, Dong, Yahong","The water footprint (WF) has become a vital tool for water resource management, attracting growing scholarly interest. This study reviews WF articles from 2000 to 2023, exploring development trends, geographical distribution, research focuses, methodologies, implications, and policies. It is found that three key cross-cutting barriers persist in WF research: issues with data consistency and transparency, basin- and time-sensitive impact attribution, and limited policy uptake. In practice, WF analysis informs urban demand management, industrial permitting, and product policy through life-cycle reporting and disclosure. Geographical distribution indicates that China, with 588 papers, and the United States, with 221, are the two countries with the highest number of publications. The significant number of publications from China can be attributed to the recent emphasis on agricultural water conservation. Two primary approaches to WF assessment are compared: the volume-oriented WF approach (VWFA) and the impact-oriented WF assessment (IWFA). Advancements can be made through scarcity-weighted indicators, improved Multi-Regional Input-Output Model (MRIO)-based tracing, and basin-level interventions. Considering global food security, this review highlights how countries with large WFs can export virtual water. It clarifies capabilities and limitations of WF methods, offering steps to align scientific accounting with policy and management.",Downloaded
A 3D numerical model using a high-resolution digital elevation model to assess the cumulative effects of aquifer and river interaction,10.1007/s10040-025-02989-x,Hydrogeology Journal,2025-12-20,"Mahmoodzadeh, Davood, Yin, Jun, Li, Jianbing","本研究开发了一种基于高分辨率数字高程模型（DEM）的数值方法，以提高对非均质含水层系统中含水层—小溪相互作用的理解。该方法应用于加拿大不列颠哥伦比亚省的 Stoney Creek 流域。含水层与 Stoney Creek 的相互作用通过三维 MODFLOW-USG 代码进行建模。校准工作使用2015–2017 年沿溪六个断面的水位观测，以及其他井的静态水位记录。在稳定流条件下，地下水对 Stoney Creek 的贡献量（ $${D}_{\text{g}}$$ D g ）估算为沿溪 2.47×10^7 m^3/year。处于非稳定条件时，模拟得到的 $${D}_{\text{g}}$$ D g 显示出月度变化，2015 年 1 月贡献最大，为 2.1×10^6 m^3/month。2016 年 5 月以后， $${D}_{\text{g}}$$ D g 迅速增加，主要是由于 5–7 月降水增多。通过设定的管理情景，经过校准的模型被用作预测工具，模拟影响因素对含水层—溪流相互作用的累积效应。仿真结果显示，在达到稳态时，2026 年的 $${D}_{\text{g}}$$ D g 相对基线减少 21%，2035 年减少 25%。此外，在干旱条件下增加地下水抽取可能导致溪流向含水层的流动方向发生反转（记作 I _sw），其中 I _sw的平均值从 2017 年的 9×10^5 m^3/year增加到 2026 年的1.04×10^7 m^3/year。研究结果以及沿 Stoney Creek 提供的时空相互作用制图有助于决策者在该流域更有效地进行水资源管理。 Este estudo desenvolveu um método numérico utilizando um modelo digital de elevação (MDE) de alta resolução para aprimorar a compreensão da interação entre aquífero e córrego em um sistema aquífero heterogêneo. Essa metodologia foi aplicada à bacia hidrográfica de Stoney Creek, na província da Colúmbia Britânica, Canadá. A interação entre o aquífero e o Stoney Creek foi modelada utilizando o código 3D MODFLOW-USG. A calibração foi realizada utilizando medições do nível da água coletadas em seis seções transversais ao longo do córrego, de 2015 a 2017, e níveis estáticos da água registrados em poços adicionais. Em regime permanente, a contribuição da água subterrânea para o Stoney Creek ( $${D}_{\text{g}}$$ D g ) foi estimada em 2.47 × 10⁷ m³/ano ao longo do córrego. Em condições transientes, o $${D}_{\text{g}}$$ D g simulado apresentou variações mensais, com a maior contribuição ocorrendo em janeiro de 2015, de 2.1 × 10⁶ m³/mês. Após maio de 2016, o $${D}_{\text{g}}$$ D g aumentou rapidamente, principalmente devido ao aumento da precipitação ocorrida entre maio e julho. Por meio de cenários de gestão definidos, o modelo calibrado foi utilizado como ferramenta preditiva para simular os efeitos cumulativos de fatores influentes na interação aquífero-riacho. Os resultados da simulação mostram que o $${D}_{\text{g}}$$ D g diminuiu 21% em 2026 e 25% em 2035, quando a simulação atingiu o estado estacionário. Além disso, o aumento da extração de água subterrânea em condições de seca causa uma potencial reversão do fluxo do riacho para o aquífero ( $${I}_{\text{sw}}$$ I sw ), onde o $${I}_{\text{sw}}$$ I sw médio aumentou de 9 × 10⁵ m³/ano em 2017 para 1.04 × 10⁷ m³/ano em 2026. Os resultados do estudo e o mapeamento espacial da interação ao longo do Stoney Creek podem auxiliar os tomadores de decisão a gerenciar melhor os desafios dos recursos hídricos na bacia hidrográfica. در این مطالعه یک روش عددی با استفاده از مدل ارتفاعی رقومیِ با دقت مکانی بالا توسعه داده است تا درک بهتری از اندرکنش میان آبخوان و نهر در یک سیستم آب زیرزمینی ناهمگن فراهم شود. این روش‌شناسی در حوضه آبریز Stoney Creek در استان بریتیش کلمبیا، کانادا به کار گرفته شد. اندرکنش آبخوان وStoney Creek با استفاده از کد سه‌بعدی MODFLOW-USG شبیه‌سازی شد. فرایند کالیبراسیون با استفاده از اندازه‌گیری‌ سطح آب در شش مقطع عرضی، در امتداد نهر طی سال‌های 2015 تا 2017 و همچنین داده‌های سطح ایستای آب در چاه‌ها، انجام گرفت. در شرایط پایدار، سهم آب زیرزمینی در جریان نهر( D _g) به مقدار2.47 × 107 مترمکعب در سال برآورد شد. در شرایط ناپایدار، نتایج شبیه‌سازی‌ها بیانگر این بود که D _g دارای نوسان‌های ماهانه است و بیشترین آن در ماه ژانویه 2015 به مقدار 2.1 × 106 مترمکعب در ماه است. پس از ماه می 2016، مقدار D _g به‌سرعت افزایش یافت که عمدتاً ناشی از افزایش بارندگی بین ماه‌های می تا جولای بود.با استفاده از سناریوهای مدیریتی تعریف‌شده، مدل کالیبره‌ شده به‌عنوان ابزاری برای پیش‎بینی استفاده شد تا اثرات تجمعی عوامل مؤثر بر اندرکنش آبخوان–نهر را شبیه‌سازی نماید. نتایج شبیه‌سازی نشان داد که D _g در سال 2026 به میزان 21 درصد و در سال 2035 به میزان 25 درصد کاهش می‌یابد و این درحالی است که شبیه‌سازی به حالت پایدار رسیده است. همچنین افزایش برداشت آب زیرزمینی در شرایط خشک می‌تواند موجب تغییر گرادیان جریان از نهر به سوی آبخوان ( I _sw) شود، به‌ طوری‌ که متوسط I _sw از 9 × 105 مترمکعب در سال در 2017 به 1.04 × 107 مترمکعب در سال تا 2026 افزایش یافت. نتایج این پژوهش و نقشه‌های مکانی اندرکنش ارائه‌ شده در امتدادStoney Creek می‌تواند به تصمیم‌گیرندگان در مدیریت بهتر چالش‌های منابع آب در این حوضه کمک کند. Este estudio desarrolló un método numérico utilizando un modelo digital de elevación (DEM) de alta resolución para mejorar la comprensión de la interacción entre el acuífero y el arroyo en un sistema acuífero heterogéneo. Esta metodología se aplicó a la cuenca hidrográfica de Stoney Creek, en la provincia de Columbia Británica (Canadá). La interacción entre el acuífero y Stoney Creek se modeló utilizando el código 3D MODFLOW-USG. La calibración se realizó utilizando mediciones del nivel del agua obtenidas en seis secciones transversales a lo largo del arroyo entre 2015 y 2017, y los niveles estáticos del agua registrados en pozos adicionales. En condiciones de estado estacionario, se estima que la contribución de las aguas subterráneas al arroyo Stoney Creek ( $${D}_{\text{g}}$$ D g ) es de 2,47 × 10^7 m^3/año a lo largo del arroyo. En condiciones transitorias, el $${D}_{\text{g}}$$ D g simulado mostró variaciones mensuales, con la mayor contribución en enero de 2015, con 2,1 × 10^6 m^3/mes. A partir de mayo de 2016, el $${D}_{\text{g}}$$ D g aumentó rápidamente, debido principalmente al aumento de las precipitaciones entre mayo y julio. A través de escenarios de gestión definidos, el modelo calibrado se utilizó como herramienta predictiva para simular los efectos acumulativos de los factores influyentes en la interacción entre el acuífero y el arroyo. Los resultados de la simulación muestran que el $${D}_{\text{g}}$$ D g disminuyó un 21% en 2026 y un 25% en 2035, cuando la simulación alcanzó el estado estacionario. Además, el aumento de la extracción de agua subterránea en condiciones de sequía provoca una posible inversión del flujo del arroyo hacia el acuífero ( $${I}_{\text{sw}}$$ I sw ), donde el $${I}_{\text{sw}}$$ I sw medio aumentó de 9 × 10^5 m^3/año en 2017 a 1,0^4 × 107 m^3/año en 2026. Los resultados del estudio y el mapa de interacción espacial proporcionado a lo largo de Stoney Creek podrían ayudar a los responsables de la toma de decisiones a gestionar mejor los desafíos relacionados con los recursos hídricos en la cuenca hidrográfica. L’étude développe une méthode utilisant un modèle d’élévation numérique (MEN) haute résolution visant à faciliter la compréhension de l’interaction aquifère-cours d’eau dans un système aquifère hétérogène. Cette méthode a été appliquée au bassin versant du Stoney Creek, dans la province de Colombie Britannique (Canada). L’interaction entre l’aquifère et le Stoney Creek a été modélisée en utilisant le programme USG-MODLOW 3D. Le calage a été réalisé sur la base des mesures du niveau de l’eau recueillies sur six transects échelonnés le long du cours d’eau entre 2015 et 2017 et des niveaux d’eau instantanés enregistrés dans d’autres puits. En régime permanent, la contribution des eaux souterraines au Stoney Creek ( $${D}_{\text{g}}$$ D g ) est estimée à 2.47 × 10^7 m^3/an pour la totalité du cours d’eau. En régime transitoire, la $${D}_{\text{g}}$$ D g simulée a montré des variations mensuelles, la contribution la plus importante intervenant en janvier 2015, à raison de 2.1 × 10^6 m^3/mois. Après le mois de mai 2016, la $${D}_{\text{g}}$$ D g a augmenté rapidement, surtout en raison d’un accroissement des précipitations intervenue entre mai et juillet. A travers des scénarios de gestion définis, le modèle une fois calé a été utilisé comme outil prédictif pour simuler les effets cumulatifs des facteurs d’influence sur l’interaction aquifère-cours d’eau. Les résultats de la simulation montrent que le $${D}_{\text{g}}$$ D g décroît de 21% en 2026 et de 25% en 2035 quand la simulation atteint un régime permanent. En outre, l’abaissement accru des eaux souterraines en période de sècheresse provoque une inversion potentielle de l’écoulement du cours d’eau vers l’aquifère ( $${I}_{\text{sw}}$$ I sw ), où l’ $${I}_{\text{sw}}$$ I sw moyen s’accroît de 9 × 10^5 m^3/an en 2017 à 1.04 × 10^7 m^3/an en 2026. Les résultats de l’étude et la cartographie de l’interaction produite dans l’espace le long du Stoney Creek pourrait aider les décideurs à mieux gérer les défis relatifs à la ressource en eau dans le bassin versant. L’étude développe une méthode utilisant un modèle d’élévation numérique (MEN) haute résolution visant à faciliter la compréhension de l’interaction aquifère-cours d’eau dans un système aquifère hétérogène. Cette méthode a été appliquée au bassin versant du Stoney Creek, dans la province de Colombie Britannique (Canada). L’interaction entre l’aquifère et le Stoney Creek a été modélisée en utilisant le programme USG-MODLOW 3D. Le calage a été réalisé sur la base des mesures du niveau de l’eau recueillies sur six transects échelonnés le long du cours d’eau entre 2015 et 2017 et des niveaux d’eau instantanés enregistrés dans d’autres puits. En régime permanent, la contribution des eaux souterraines au Stoney Creek ( $${D}_{\text{g}}$$ D g ) est estimée à 2.47 × 10^7 m^3/an pour la totalité du cours d’eau. En régime transitoire, la $${D}_{\text{g}}$$ D g simulée a montré des variations mensuelles, la contribution la plus importante intervenant en janvier 2015, à raison de 2.1 × 10^6 m^3/mois. Après le mois de mai 2016, la $${D}_{\text{g}}$$ D g a augmenté rapidement, surtout en raison d’un accroissement des précipitations intervenue entre mai et juillet. A travers des scénarios de gestion définis, le modèle une fois calé a été utilisé comme outil prédictif pour simuler les effets cumulatifs des facteurs d’influence sur l’interaction aquifère-cours d’eau. Les résultats de la simulation montrent que le $${D}_{\text{g}}$$ D g décroît de 21% en 2026 et de 25% en 2035 quand la simulation atteint un régime permanent. En outre, l’abaissement accru des eaux souterraines en période de sècheresse provoque une inversion potentielle de l’écoulement du cours d’eau vers l’aquifère ( $${I}_{\text{sw}}$$ I sw ), où l’ $${I}_{\text{sw}}$$ I sw moyen s’accroît de 9 × 10^5 m^3/an en 2017 à 1.04 × 10^7 m^3/an en 2026. Les résultats de l’étude et la cartographie de l’interaction produite dans l’espace le long du Stoney Creek pourrait aider les décideurs à mieux gérer les défis relatifs à la ressource en eau dans le bassin versant. This study developed a numerical method using a high-resolution digital elevation model (DEM) to enhance the understanding of aquifer–creek interaction in a heterogeneous aquifer system. This methodology was applied to the Stoney Creek Watershed in the province of British Columbia, Canada. The interaction between the aquifer and Stoney Creek was modeled using the 3D MODFLOW-USG code. The calibration was performed using water level measurements collected from six cross-sections along the creek from 2015 to 2017, and static water levels recorded in additional wells. In the steady-state condition, the groundwater contribution to Stoney Creek ( $${D}_{\text{g}}$$ D g ) is estimated to be 2.47 × 10^7 m^3/year along the creek. Under transient conditions, the simulated $${D}_{\text{g}}$$ D g showed monthly variations, with the greatest contribution occurring in January 2015 at 2.1 × 10^6 m^3/month. Following May 2016, the $${D}_{\text{g}}$$ D g rapidly increased, mainly as a result of the increased precipitation occurring from May to July. Through defined management scenarios, the calibrated model was used as a predictive tool to simulate the cumulative effects of influential factors on aquifer–creek interaction. The simulation results show that the $${D}_{\text{g}}$$ D g decreased by 21% in 2026 and by 25% in 2035 when the simulation reached steady state. Also, increasing groundwater withdrawal under dry conditions caused a potential reversal of flow from the creek into the aquifer ( $${I}_{\text{sw}}$$ I sw ), where the average $${I}_{\text{sw}}$$ I sw increased from 9 × 10^5 m^3/year in 2017 to 1.04 × 10^7 m^3/year by 2026. The study results and the provided spatial interaction mapping along Stoney Creek could help decision-makers better manage water resource challenges in the watershed.",Downloaded
Photocatalytic Activation of Persulfate by nZVI-g-C_3N_4 for Tetracycline Degradation Performance and Reaction Mechanism,10.1007/s11270-025-08933-9,"Water, Air, & Soil Pollution",2025-12-20,"Zhang, Hanyu, Cui, Yanzhi, He, Yongzhen, Qi, Jinqiu, Jiang, Ruixue, Li, Ming, Li, Xiaochen","In this study, a nZVI/g-C_3N_4 photocatalyst was successfully prepared, effectively reducing the recombination of photogenerated e^–-h^+ pairs. Using tetracycline hydrochloride (TC) as the target pollutant, factors such as catalyst ratio, catalyst dosage, and PS concentration were optimized to enhance the TC removal under the illumination of LED lights. The highest removal of TC reached 88.2% at pH 7, and the TOC removal reached 78.2%. Additionally, various operational conditions that may arise in practical applications were investigated, including pH, pollutant concentration, and light intensity. To explore the degradation mechanism of TC, quenching experiments and electron spin resonance (ESR) were employed to detect reactive oxygen species, revealing that •OH and •SO– 4 played a dominant role in removing TC. Density functional theory (DFT) calculations were used to analyze the active sites of TC molecules and the possible degradation pathways of TC molecules during the reaction process were proposed. Ultimately, the theoretical toxicity of the TC molecules after degradation was significantly reduced. This study provides new insights and references for the effective removal of TC by the photocatalytic activation of PS under neutral pH conditions.",Downloaded
"Development of food and drug homologous products insights from raw material, modern processing technologies and quality assurance",10.1007/s00217-025-04995-5,European Food Research and Technology,2025-12-20,"San, Yue, Xing, Yuejiao, Zheng, Li, Li, Bailiang, Wang, Zhongjiang, Regenstein, Joe M.","In recent years, there has been an observed increase in health issues stemming from poor diets and inactivity. The utilization of homologous products, which offer dual nutrition and functionality, demonstrates considerable promise in the domains of prevention and treatment. Nevertheless, its potential remains largely underutilized. A significant constraint pertains to the predominance of individual technologies in the current research focus, with a paucity of systematic integration across the entire supply chain. To address this gap, the present paper undertakes a systematic review of the raw materials, followed by an elucidation of the application technologies in this field, including advanced processing technologies, analytical identification technologies and quality and safety control technologies. This paper finally explores the development challenges and potential opportunities. It also provides a cohesive knowledge framework to underpin their standardized production and industrialization, bridging the gap between academic research and practical application.",Downloaded
Enhanced Production of Fatty Acid Methyl Esters And Biochar via Pyrolysis of Palm oil Biomass an Experimental Analysis,10.1007/s11270-025-09000-z,"Water, Air, & Soil Pollution",2025-12-20,"Hamidzadeh, Zahra, Yeganeh, Bijan, Ghorbannezhad, Payam","The pyrolysis of palm waste offers a sustainable alternative to the open burning of over 1.1 million tons of biomass annually, while simultaneously producing biochar and value-added chemicals. Among these products, fatty acid methyl esters (FAMEs) are particularly attractive as biodiesel precursors derived from the thermal conversion of lipid-containing biomass. In this study, the influence of key operational factors—pyrolysis temperature, feeding rate, and nitrogen atmosphere—was systematically evaluated to optimize FAME and biochar yields. The pyrolytic products were characterized using Thermogravimetric Analysis (TGA), Field Emission Scanning Electron Microscopy (FESEM), and Gas Chromatography–Mass Spectrometry (GC–MS). Thermal analysis showed that the presence of nitrogen enhanced FAME production and improved the thermal stability of biochar, while increasing the temperature decreased FAME formation but promoted aromatic compounds. Morphological observations revealed the development of more crystalline, porous biochar structures at higher temperatures under nitrogen flow. GC–MS analysis indicated that the highest yields of FAMEs and functional biochar were achieved at 450 °C, likely via in-situ methylation of triglycerides facilitated by lignin methoxy groups. Graphical Abstract ",Downloaded
"Unveiling provenance of salinity and groundwater quality appraisal using hydrogeochemical, stable isotopes (δ^2H, δ^18O, δ^13C) and multivariate statistical tools in the sedimentary rocks-pleistocene Epoch, Mirpur, Azad Jammu Kashmir",10.1007/s13201-025-02681-1,Applied Water Science,2025-12-20,"Qamar, Asmoon, Waqar-Un-Nisa, Javed, Tariq, Butt, Saira, Robab, Um-e, Abid, Jawaria","Groundwater is an important natural resource currently used for drinking, irrigation and industrial purposes, being deteriorated by natural and anthropogenic sources of pollution. The main aim of this is to assess groundwater hydrochemistry, salinity origins, recharge sources, and water quality in the Kashmir basin using geochemical modeling and multivariate statistics. The observed range of total dissolved solids (140 ≤ TDS ≤ 2226 mg/L) and chloride (10.3 ≤ Cl^− ≤ 408.5 mg/L) in groundwater specify a mixed source of salinity, stemming from both natural geological formations and human activities. The average concentrations of cations and anions in groundwater are in order of Na^+  > Ca^2+  > Mg^2+  > K^+ and HCO_3^− > SO_4^2− > Cl^− > NO_3^−, respectively. The groundwater is categorized as fresh to very hard water in study area. Hydrochemistry, based on major ions were predominantly; Ca-HCO3 (40%), mixed Ca–Mg–Cl-SO₄ (30%), Na-Cl (10%), Na–K-HCO3 (15%) and Ca–Cl (5%) in study area. Stable isotopic and hydrochemical signatures clearly explained recharge of groundwater from rain and surface water, and origin of salinity in aquifer by dissolution of salts and rock-water interaction processes. Lower values of δ^13C_DIC, in groundwater is interpreted as evidence that biogenic CO₂, produced by the microbial oxidation of organic matter within the aquifer, is a significant source contributing to the dissolved inorganic carbon pool in groundwater. Geochemical modeling of groundwater indicates the water is under-saturated with respect to gypsum, anhydride, halite, and sylvite minerals, while being at equilibrium or slightly over-saturated with respect to carbonate minerals, suggesting significant water–rock interactions. Multivariate statistical analyses show natural weathering processes as well as anthropogenic sources of contamination in groundwater. Overall, computed water quality indices (WQIs) demonstrated that 12.5% and 85% water samples come under “excellent “ and “good “ quality, however 2.5% sample exhibited poor category. Irrigation water quality indices (IWQIs) appeared that groundwater in the study area is good quality to support the irrigation needs of crops, opening up opportunities for diverse and potentially more profitable agricultural activities.",No Access
